File Name,"Pixels"
"551 (1).png",55.90190271899903
"551 (2).png",317.4138314172714
"551 (3).png",322.7730833551707
"551 (4).png",1084.1772866620158
"552 (5).png",79.12224939904993
"552 (6).png",363.9589100127574
"552 (7).png",294.38981810111846
"552 (8).png",1128.2288513944268
"553 (9).png",45.54525471071257
"553 (10).png",369.18464661616076
"553 (11).png",300.24319010383346
"553 (12).png",1006.8906019383721
"554 (13).png",47.482245889748555
"554 (14).png",346.7834538821523
"554 (15).png",294.83013507637764
"554 (16).png",1047.864743991245
"555 (17).png",38.39122930833712
"555 (18).png",368.8462116405489
"555 (19).png",321.29192105299876
"555 (20).png",1085.739895283445
"556 (21).png",53.98568167801051
"556 (22).png",368.75230867899774
"556 (23).png",322.660399405476
"556 (24).png",1046.5176695627977
"557 (25).png",65.81008427049771
"557 (26).png",382.0960038462196
"557 (27).png",301.0731598529196
"557 (28).png",1195.4858665975676
"558 (29).png",44.85841379298319
"558 (30).png",320.9122376621459
"558 (31).png",305.7389353287519
"558 (32).png",1105.2556754569425
"559 (33).png",55.269181240384576
"559 (34).png",386.8120636141304
"559 (35).png",307.52690309096687
"559 (36).png",1017.1371774929045
"560 (37).png",65.41400915794064
"560 (38).png",396.2838891023605
"560 (39).png",350.4533610929457
"560 (40).png",1070.031968094485
"561 (41).png",35.798687641892
"561 (42).png",432.8712162200068
"561 (43).png",314.98027302752706
"561 (44).png",1094.8017967019
"562 (45).png",60.582905510140236
"562 (46).png",398.1715640316396
"562 (47).png",289.7903272978732
"562 (48).png",1104.4567952171672
"563 (49).png",57.7033797471451
"563 (50).png",349.43559735674904
"563 (51).png",367.12203534977095
"563 (52).png",1064.629560565492
"564 (53).png",54.42705171371252
"564 (54).png",351.44247077246985
"564 (55).png",323.48023074035564
"564 (56).png",1032.8211060854
"565 (57).png",62.42597189617408
"565 (58).png",324.2110937073135
"565 (59).png",307.9857373740526
"565 (60).png",1024.6199009189029
"566 (61).png",45.89140991192343
"566 (62).png",335.0299778246225
"566 (63).png",305.00353073346963
"566 (64).png",1026.792755487456
"567 (65).png",44.146585003319586
"567 (66).png",360.7329638516262
"567 (67).png",280.3297724002618
"567 (68).png",1085.7716561492166
"568 (69).png",64.31954148335397
"568 (70).png",342.58484408787587
"568 (71).png",299.88994308556005
"568 (72).png",1072.8960351865162
"569 (73).png",51.302369045817684
"569 (74).png",310.4269562879072
"569 (75).png",303.7106781186551
"569 (76).png",1038.3337684666662
"570 (77).png",49.15912819645158
"570 (78).png",359.1311008498288
"570 (79).png",299.73879971893945
"570 (80).png",1057.6831581736412
"571 (81).png",57.82068670857778
"571 (82).png",387.06185581980117
"571 (83).png",310.52801076800984
"571 (84).png",1052.9291813246775
"572 (85).png",49.1294726868303
"572 (86).png",335.4087807833887
"572 (87).png",296.40878078338847
"572 (88).png",1050.8363930972234
"573 (89).png",46.91615683854013
"573 (90).png",336.22239392115233
"573 (91).png",313.6699279903993
"573 (92).png",1014.8210716784116
"574 (93).png",50.24739638298925
"574 (94).png",363.49802409977275
"574 (95).png",320.21824522586456
"574 (96).png",1112.673720005241
"575 (97).png",53.23476946549261
"575 (98).png",364.9238727106373
"575 (99).png",291.6493205858393
"575 (100).png",1026.25035555103
"576 (101).png",47.372702348391705
"576 (102).png",347.8021843001186
"576 (103).png",333.67913998246377
"576 (104).png",1060.2206954960225
"577 (105).png",50.83645907538456
"577 (106).png",362.6720288750678
"577 (107).png",321.4079828870642
"577 (108).png",1108.9385293614444
"578 (109).png",56.00557466493464
"578 (110).png",380.89444430272874
"578 (111).png",294.26702730475915
"578 (112).png",1130.5192422814775
"579 (113).png",40.296669675080466
"579 (114).png",348.7222806334096
"579 (115).png",327.34170973459726
"579 (116).png",1083.8955995565937
"580 (117).png",44.89140991192343
"580 (118).png",367.36270676304537
"580 (119).png",289.3249594580535
"580 (120).png",984.2221028726697
"581 (121).png",48.51147367928149
"581 (122).png",377.53346381545293
"581 (123).png",314.46593654686706
"581 (124).png",1154.0831105017237
"582 (125).png",49.042143995506436
"582 (126).png",336.23963786385514
"582 (127).png",306.7829044654378
"582 (128).png",1044.1130005536104
"583 (129).png",53.95484551340827
"583 (130).png",362.103486380144
"583 (131).png",301.58124293434383
"583 (132).png",1023.3107322189293
"584 (133).png",60.77296624897089
"584 (134).png",323.97227070010877
"584 (135).png",297.3654314834788
"584 (136).png",1197.5203351141292
"585 (137).png",60.195288897000715
"585 (138).png",376.4171948791288
"585 (139).png",324.81622497231166
"585 (140).png",1064.5898218962097
"586 (141).png",54.21559234167212
"586 (142).png",400.6580127844102
"586 (143).png",318.2943548279989
"586 (144).png",1144.3070011854775
"587 (145).png",57.93948687753045
"587 (146).png",385.2782782638281
"587 (147).png",303.4486926041639
"587 (148).png",1060.3019012315565
"588 (149).png",46.453692352450794
"588 (150).png",381.11323894530824
"588 (151).png",361.19113388779175
"588 (152).png",1079.0032873104494
"589 (153).png",59.848078941004246
"589 (154).png",365.8940621576273
"589 (155).png",297.24263184350457
"589 (156).png",1023.1273373581065
"590 (157).png",51.87675558846193
"590 (158).png",338.9512090774914
"590 (159).png",309.7203883977049
"590 (160).png",961.2409408476653
"591 (161).png",32.981323513880646
"591 (162).png",359.32645122451896
"591 (163).png",298.89028294454727
"591 (164).png",1012.288841640811
"592 (165).png",42.35198387031399
"592 (166).png",348.5681603498225
"592 (167).png",311.7707111566178
"592 (168).png",1044.9997726412637
"593 (169).png",54.92030325249588
"593 (170).png",345.1543200889366
"593 (171).png",299.89350195297754
"593 (172).png",1044.2820616805047
"594 (173).png",67.13198823585056
"594 (174).png",359.25599253085664
"594 (175).png",316.0252670497268
"594 (176).png",1059.3795519067057
"595 (177).png",59.73330921637735
"595 (178).png",349.94733466575457
"595 (179).png",297.7867877207889
"595 (180).png",1067.532672389314
"596 (181).png",18.698908695265658
"596 (182).png",428.18492471899117
"596 (183).png",312.9571893982312
"596 (184).png",968.5154823934777
"597 (185).png",52.69633303957007
"597 (186).png",395.6053474501648
"597 (187).png",311.0264344282586
"597 (188).png",1089.7801557654673
"598 (189).png",48.73538580871054
"598 (190).png",305.29944587303766
"598 (191).png",282.699365241922
"598 (192).png",1032.6595184311893
"599 (193).png",57.96920502580612
"599 (194).png",378.92388155425147
"599 (195).png",280.7065167604735
"599 (196).png",1017.5718545416728
"600 (197).png",49.37368183545876
"600 (198).png",344.75318911108496
"600 (199).png",326.43405667673005
"600 (200).png",1180.7557753000162
